,mass A,
t,x,y
25.518,-9.09E-03,-1.49E-01
25.552,-9.32E-03,-1.50E-01
25.585,-9.68E-03,-1.49E-01
25.618,-9.84E-03,-1.49E-01
25.652,-1.00E-02,-1.50E-01
25.685,-1.03E-02,-1.50E-01
25.718,-1.04E-02,-1.50E-01
25.752,-1.06E-02,-1.50E-01
25.785,-1.09E-02,-1.50E-01
25.818,-1.14E-02,-1.50E-01
25.852,-1.17E-02,-1.50E-01
25.885,-1.19E-02,-1.50E-01
25.918,-1.23E-02,-1.50E-01
25.952,-1.28E-02,-1.50E-01
25.985,-1.33E-02,-1.51E-01
26.019,-1.38E-02,-1.51E-01
26.052,-1.44E-02,-1.51E-01
26.085,-1.52E-02,-1.51E-01
26.119,-1.58E-02,-1.51E-01
26.152,-1.64E-02,-1.51E-01
26.185,-1.71E-02,-1.51E-01
26.219,-1.76E-02,-1.52E-01
26.252,-1.85E-02,-1.52E-01
26.285,-1.90E-02,-1.52E-01
26.319,-1.95E-02,-1.52E-01
26.352,-2.01E-02,-1.52E-01
26.385,-2.09E-02,-1.52E-01
26.419,-2.14E-02,-1.53E-01
26.452,-2.18E-02,-1.53E-01
26.486,-2.21E-02,-1.53E-01
26.519,-2.27E-02,-1.53E-01
26.552,-2.30E-02,-1.53E-01
26.586,-2.34E-02,-1.53E-01
26.619,-2.40E-02,-1.54E-01
26.652,-2.43E-02,-1.54E-01
26.686,-2.48E-02,-1.54E-01
26.719,-2.53E-02,-1.54E-01
26.752,-2.58E-02,-1.54E-01
26.786,-2.65E-02,-1.54E-01
26.819,-2.71E-02,-1.54E-01
26.852,-2.77E-02,-1.55E-01
26.886,-2.83E-02,-1.55E-01
26.919,-2.92E-02,-1.55E-01
26.953,-2.98E-02,-1.55E-01
26.986,-3.07E-02,-1.56E-01
27.019,-3.15E-02,-1.56E-01
27.053,-3.23E-02,-1.56E-01
27.086,-3.29E-02,-1.56E-01
27.119,-3.37E-02,-1.57E-01
27.153,-3.45E-02,-1.57E-01
27.186,-3.51E-02,-1.58E-01
27.219,-3.59E-02,-1.58E-01
27.253,-3.67E-02,-1.59E-01
27.286,-3.73E-02,-1.59E-01
27.319,-3.78E-02,-1.60E-01
27.353,-3.85E-02,-1.60E-01
27.386,-3.91E-02,-1.61E-01
27.42,-3.95E-02,-1.61E-01
27.453,-4.02E-02,-1.61E-01
27.486,-4.07E-02,-1.62E-01
27.52,-4.14E-02,-1.62E-01
27.553,-4.19E-02,-1.62E-01
27.586,-4.27E-02,-1.63E-01
27.62,-4.32E-02,-1.63E-01
27.653,-4.40E-02,-1.63E-01
27.686,-4.46E-02,-1.63E-01
27.72,-4.53E-02,-1.64E-01
27.753,-4.59E-02,-1.64E-01
27.786,-4.67E-02,-1.64E-01
27.82,-4.74E-02,-1.65E-01
27.853,-4.80E-02,-1.65E-01
27.887,-4.88E-02,-1.66E-01
27.92,-4.95E-02,-1.67E-01
27.953,-5.04E-02,-1.67E-01
27.987,-5.11E-02,-1.68E-01
28.02,-5.19E-02,-1.68E-01
28.053,-5.26E-02,-1.69E-01
28.087,-5.35E-02,-1.70E-01
28.12,-5.42E-02,-1.70E-01
28.153,-5.50E-02,-1.71E-01
28.187,-5.57E-02,-1.71E-01
28.22,-5.64E-02,-1.72E-01
28.253,-5.72E-02,-1.73E-01
28.287,-5.79E-02,-1.73E-01
28.32,-5.85E-02,-1.74E-01
28.354,-5.91E-02,-1.74E-01
28.387,-5.98E-02,-1.75E-01
28.42,-6.03E-02,-1.76E-01
28.454,-6.09E-02,-1.76E-01
28.487,-6.15E-02,-1.77E-01
28.52,-6.21E-02,-1.78E-01
28.554,-6.26E-02,-1.78E-01
28.587,-6.32E-02,-1.79E-01
28.62,-6.36E-02,-1.79E-01
28.654,-6.41E-02,-1.80E-01
28.687,-6.46E-02,-1.81E-01
28.72,-6.52E-02,-1.82E-01
28.754,-6.60E-02,-1.82E-01
28.787,-6.66E-02,-1.83E-01
28.821,-6.72E-02,-1.84E-01
28.854,-6.80E-02,-1.85E-01
28.887,-6.86E-02,-1.86E-01
28.921,-6.92E-02,-1.87E-01
28.954,-7.00E-02,-1.87E-01
28.987,-7.06E-02,-1.88E-01
29.021,-7.12E-02,-1.89E-01
29.054,-7.19E-02,-1.90E-01
29.087,-7.25E-02,-1.91E-01
29.121,-7.30E-02,-1.92E-01
29.154,-7.36E-02,-1.92E-01
29.187,-7.43E-02,-1.93E-01
29.221,-7.48E-02,-1.94E-01
29.254,-7.53E-02,-1.95E-01
29.288,-7.58E-02,-1.95E-01
29.321,-7.62E-02,-1.96E-01
29.354,-7.67E-02,-1.97E-01
29.388,-7.71E-02,-1.98E-01
29.421,-7.75E-02,-1.98E-01
29.454,-7.79E-02,-1.99E-01
29.488,-7.83E-02,-2.00E-01
29.521,-7.86E-02,-2.01E-01
29.554,-7.91E-02,-2.02E-01
29.588,-7.95E-02,-2.02E-01
29.621,-7.99E-02,-2.03E-01
29.654,-8.04E-02,-2.04E-01
29.688,-8.09E-02,-2.05E-01
29.721,-8.14E-02,-2.06E-01
29.755,-8.18E-02,-2.07E-01
29.788,-8.22E-02,-2.08E-01
29.821,-8.27E-02,-2.09E-01
29.855,-8.30E-02,-2.10E-01
29.888,-8.34E-02,-2.11E-01
29.921,-8.38E-02,-2.12E-01
29.955,-8.41E-02,-2.13E-01
29.988,-8.44E-02,-2.14E-01
30.021,-8.47E-02,-2.15E-01
30.055,-8.49E-02,-2.16E-01
30.088,-8.51E-02,-2.17E-01
30.121,-8.54E-02,-2.18E-01
30.155,-8.55E-02,-2.19E-01
30.188,-8.57E-02,-2.20E-01
30.222,-8.59E-02,-2.21E-01
30.255,-8.61E-02,-2.22E-01
30.288,-8.64E-02,-2.22E-01
30.322,-8.67E-02,-2.23E-01
30.355,-8.69E-02,-2.24E-01
30.388,-8.72E-02,-2.25E-01
30.422,-8.74E-02,-2.25E-01
30.455,-8.78E-02,-2.26E-01
30.488,-8.81E-02,-2.27E-01
30.522,-8.83E-02,-2.28E-01
30.555,-8.86E-02,-2.29E-01
30.588,-8.88E-02,-2.30E-01
30.622,-8.91E-02,-2.31E-01
30.655,-8.93E-02,-2.32E-01
30.689,-8.95E-02,-2.33E-01
30.722,-8.96E-02,-2.34E-01
30.755,-8.96E-02,-2.35E-01
30.789,-8.98E-02,-2.36E-01
30.822,-8.98E-02,-2.37E-01
30.855,-9.00E-02,-2.38E-01
30.889,-9.00E-02,-2.39E-01
30.922,-8.99E-02,-2.40E-01
30.955,-8.99E-02,-2.41E-01
30.989,-8.99E-02,-2.42E-01
31.022,-8.99E-02,-2.43E-01
31.055,-8.99E-02,-2.44E-01
31.089,-8.99E-02,-2.45E-01
31.122,-8.99E-02,-2.45E-01
31.156,-8.99E-02,-2.46E-01
31.189,-8.99E-02,-2.47E-01
31.222,-8.99E-02,-2.48E-01
31.256,-8.99E-02,-2.48E-01
31.289,-8.99E-02,-2.49E-01
31.322,-8.98E-02,-2.50E-01
31.356,-8.98E-02,-2.50E-01
31.389,-8.98E-02,-2.51E-01
31.422,-8.98E-02,-2.52E-01
31.456,-8.98E-02,-2.53E-01
31.489,-8.97E-02,-2.53E-01
31.522,-8.96E-02,-2.54E-01
31.556,-8.94E-02,-2.55E-01
31.589,-8.93E-02,-2.56E-01
31.623,-8.92E-02,-2.57E-01
31.656,-8.91E-02,-2.58E-01
31.689,-8.91E-02,-2.58E-01
31.723,-8.91E-02,-2.59E-01
31.756,-8.91E-02,-2.60E-01
31.789,-8.91E-02,-2.61E-01
31.823,-8.91E-02,-2.62E-01
31.856,-8.91E-02,-2.63E-01
31.889,-8.91E-02,-2.64E-01
31.923,-8.92E-02,-2.64E-01
31.956,-8.92E-02,-2.65E-01
31.989,-8.89E-02,-2.66E-01
32.023,-8.88E-02,-2.67E-01
32.056,-8.87E-02,-2.67E-01
32.09,-8.85E-02,-2.68E-01
32.123,-8.86E-02,-2.68E-01
32.156,-8.82E-02,-2.69E-01
32.19,-8.80E-02,-2.70E-01
32.223,-8.80E-02,-2.70E-01
32.256,-8.75E-02,-2.71E-01
32.29,-8.74E-02,-2.71E-01
32.323,-8.72E-02,-2.72E-01
32.356,-8.69E-02,-2.73E-01
32.39,-8.67E-02,-2.73E-01
32.423,-8.67E-02,-2.73E-01
32.456,-8.63E-02,-2.74E-01
32.49,-8.60E-02,-2.75E-01
32.523,-8.61E-02,-2.75E-01
32.557,-8.56E-02,-2.76E-01
32.59,-8.54E-02,-2.77E-01
32.623,-8.53E-02,-2.77E-01
32.657,-8.49E-02,-2.78E-01
32.69,-8.49E-02,-2.79E-01
32.723,-8.48E-02,-2.79E-01
32.757,-8.43E-02,-2.80E-01
32.79,-8.43E-02,-2.81E-01
32.823,-8.41E-02,-2.81E-01
32.857,-8.39E-02,-2.82E-01
32.89,-8.36E-02,-2.82E-01
32.923,-8.36E-02,-2.83E-01
32.957,-8.31E-02,-2.84E-01
32.99,-8.31E-02,-2.84E-01
33.024,-8.29E-02,-2.84E-01
33.057,-8.30E-02,-2.84E-01
33.09,-8.30E-02,-2.85E-01
33.124,-8.28E-02,-2.85E-01
33.157,-8.30E-02,-2.85E-01
33.19,-8.28E-02,-2.85E-01
33.224,-8.29E-02,-2.86E-01
33.257,-8.28E-02,-2.86E-01
33.29,-8.29E-02,-2.86E-01
33.324,-8.28E-02,-2.87E-01
33.357,-8.26E-02,-2.88E-01
33.39,-8.23E-02,-2.88E-01
33.424,-8.24E-02,-2.88E-01
33.457,-8.24E-02,-2.88E-01
33.491,-8.18E-02,-2.89E-01
33.524,-8.18E-02,-2.89E-01
33.557,-8.17E-02,-2.90E-01
33.591,-8.11E-02,-2.90E-01
33.624,-8.10E-02,-2.91E-01
33.657,-8.06E-02,-2.91E-01
33.691,-8.04E-02,-2.91E-01
33.724,-8.00E-02,-2.92E-01
33.757,-7.98E-02,-2.92E-01
33.791,-7.98E-02,-2.92E-01
33.824,-7.94E-02,-2.93E-01
33.857,-7.93E-02,-2.93E-01
33.891,-7.93E-02,-2.93E-01
33.924,-7.93E-02,-2.93E-01
33.958,-7.90E-02,-2.93E-01
33.991,-7.91E-02,-2.93E-01
34.024,-7.92E-02,-2.93E-01
34.058,-7.92E-02,-2.93E-01
34.091,-7.93E-02,-2.93E-01
34.124,-7.93E-02,-2.93E-01
34.158,-7.91E-02,-2.93E-01
34.191,-7.92E-02,-2.94E-01
34.224,-7.93E-02,-2.94E-01
34.258,-7.93E-02,-2.94E-01
34.291,-7.93E-02,-2.94E-01
34.324,-7.93E-02,-2.94E-01
34.358,-7.90E-02,-2.94E-01
34.391,-7.91E-02,-2.94E-01
34.425,-7.91E-02,-2.94E-01
34.458,-7.88E-02,-2.95E-01
34.491,-7.88E-02,-2.95E-01
34.525,-7.85E-02,-2.95E-01
34.558,-7.85E-02,-2.96E-01
34.591,-7.86E-02,-2.96E-01
34.625,-7.86E-02,-2.96E-01
34.658,-7.84E-02,-2.96E-01
34.691,-7.85E-02,-2.96E-01
34.725,-7.85E-02,-2.96E-01
34.758,-7.86E-02,-2.96E-01
34.791,-7.86E-02,-2.96E-01
34.825,-7.86E-02,-2.96E-01
34.858,-7.86E-02,-2.96E-01
34.892,-7.86E-02,-2.96E-01
34.925,-7.85E-02,-2.96E-01
34.958,-7.85E-02,-2.96E-01
34.992,-7.87E-02,-2.96E-01
35.025,-7.86E-02,-2.96E-01
35.058,-7.85E-02,-2.96E-01
35.092,-7.87E-02,-2.95E-01
35.125,-7.86E-02,-2.95E-01
35.158,-7.86E-02,-2.95E-01
35.192,-7.85E-02,-2.95E-01
35.225,-7.87E-02,-2.95E-01
35.258,-7.87E-02,-2.95E-01
35.292,-7.87E-02,-2.95E-01
35.325,-7.87E-02,-2.95E-01
35.359,-7.87E-02,-2.95E-01
35.392,-7.87E-02,-2.95E-01
35.425,-7.87E-02,-2.95E-01
35.459,-7.88E-02,-2.95E-01
35.492,-7.86E-02,-2.95E-01
35.525,-7.87E-02,-2.95E-01
35.559,-7.88E-02,-2.95E-01
35.592,-7.88E-02,-2.95E-01
35.625,-7.88E-02,-2.95E-01
35.659,-7.92E-02,-2.95E-01
35.692,-7.92E-02,-2.95E-01
35.725,-7.92E-02,-2.94E-01
35.759,-7.93E-02,-2.94E-01
35.792,-7.93E-02,-2.94E-01
35.826,-7.96E-02,-2.94E-01
35.859,-8.00E-02,-2.93E-01
35.892,-8.00E-02,-2.93E-01
35.926,-8.00E-02,-2.93E-01
35.959,-8.03E-02,-2.92E-01
35.992,-8.06E-02,-2.92E-01
36.026,-8.06E-02,-2.92E-01
36.059,-8.09E-02,-2.91E-01
36.092,-8.10E-02,-2.91E-01
36.126,-8.13E-02,-2.91E-01
36.159,-8.16E-02,-2.90E-01
36.192,-8.16E-02,-2.90E-01
36.226,-8.18E-02,-2.90E-01
36.259,-8.18E-02,-2.89E-01
36.293,-8.18E-02,-2.89E-01
36.326,-8.17E-02,-2.89E-01
36.359,-8.19E-02,-2.89E-01
36.393,-8.18E-02,-2.89E-01
36.426,-8.19E-02,-2.88E-01
36.459,-8.18E-02,-2.88E-01
36.493,-8.18E-02,-2.88E-01
36.526,-8.19E-02,-2.88E-01
36.559,-8.18E-02,-2.87E-01
36.593,-8.18E-02,-2.87E-01
36.626,-8.23E-02,-2.86E-01
36.659,-8.23E-02,-2.86E-01
36.693,-8.24E-02,-2.86E-01
36.726,-8.30E-02,-2.85E-01
36.76,-8.31E-02,-2.85E-01
36.793,-8.34E-02,-2.84E-01
36.826,-8.38E-02,-2.84E-01
36.86,-8.41E-02,-2.83E-01
36.893,-8.43E-02,-2.83E-01
36.926,-8.48E-02,-2.82E-01
36.96,-8.49E-02,-2.82E-01
36.993,-8.55E-02,-2.81E-01
37.026,-8.55E-02,-2.80E-01
37.06,-8.57E-02,-2.80E-01
37.093,-8.60E-02,-2.79E-01
37.126,-8.62E-02,-2.79E-01
37.16,-8.62E-02,-2.78E-01
37.193,-8.63E-02,-2.78E-01
37.227,-8.64E-02,-2.78E-01
37.26,-8.65E-02,-2.77E-01
37.293,-8.67E-02,-2.76E-01
37.327,-8.67E-02,-2.76E-01
37.36,-8.68E-02,-2.76E-01
37.393,-8.69E-02,-2.75E-01
37.427,-8.69E-02,-2.75E-01
37.46,-8.70E-02,-2.74E-01
37.493,-8.73E-02,-2.73E-01
37.527,-8.73E-02,-2.73E-01
37.56,-8.75E-02,-2.72E-01
37.593,-8.76E-02,-2.72E-01
37.627,-8.76E-02,-2.71E-01
37.66,-8.79E-02,-2.70E-01
37.694,-8.81E-02,-2.69E-01
37.727,-8.81E-02,-2.69E-01
37.76,-8.82E-02,-2.68E-01
37.794,-8.83E-02,-2.68E-01
37.827,-8.85E-02,-2.66E-01
37.86,-8.86E-02,-2.65E-01
37.894,-8.87E-02,-2.65E-01
37.927,-8.87E-02,-2.64E-01
37.96,-8.88E-02,-2.63E-01
37.994,-8.88E-02,-2.63E-01
38.027,-8.90E-02,-2.62E-01
38.06,-8.92E-02,-2.61E-01
38.094,-8.93E-02,-2.60E-01
38.127,-8.94E-02,-2.60E-01
38.161,-8.96E-02,-2.59E-01
38.194,-8.97E-02,-2.58E-01
38.227,-8.99E-02,-2.58E-01
38.261,-9.00E-02,-2.57E-01
38.294,-9.01E-02,-2.57E-01
38.327,-9.02E-02,-2.56E-01
38.361,-9.04E-02,-2.55E-01
38.394,-9.06E-02,-2.55E-01
38.427,-9.06E-02,-2.54E-01
38.461,-9.06E-02,-2.53E-01
38.494,-9.07E-02,-2.53E-01
38.527,-9.07E-02,-2.52E-01
38.561,-9.06E-02,-2.51E-01
38.594,-9.06E-02,-2.50E-01
38.628,-9.06E-02,-2.49E-01
38.661,-9.05E-02,-2.48E-01
38.694,-9.05E-02,-2.47E-01
38.728,-9.05E-02,-2.46E-01
38.761,-9.05E-02,-2.45E-01
38.794,-9.04E-02,-2.44E-01
38.828,-9.04E-02,-2.43E-01
38.861,-9.03E-02,-2.42E-01
38.894,-9.03E-02,-2.41E-01
38.928,-9.03E-02,-2.41E-01
38.961,-9.03E-02,-2.40E-01
38.994,-9.03E-02,-2.39E-01
39.028,-9.02E-02,-2.38E-01
39.061,-9.01E-02,-2.37E-01
39.095,-8.99E-02,-2.36E-01
39.128,-8.98E-02,-2.36E-01
39.161,-8.98E-02,-2.35E-01
39.195,-8.98E-02,-2.34E-01
39.228,-8.98E-02,-2.33E-01
39.261,-8.97E-02,-2.33E-01
39.295,-8.95E-02,-2.32E-01
39.328,-8.94E-02,-2.31E-01
39.361,-8.93E-02,-2.30E-01
39.395,-8.93E-02,-2.30E-01
39.428,-8.91E-02,-2.29E-01
39.461,-8.90E-02,-2.28E-01
39.495,-8.89E-02,-2.27E-01
39.528,-8.88E-02,-2.26E-01
39.562,-8.86E-02,-2.25E-01
39.595,-8.86E-02,-2.24E-01
39.628,-8.84E-02,-2.23E-01
39.662,-8.82E-02,-2.21E-01
39.695,-8.80E-02,-2.21E-01
39.728,-8.79E-02,-2.20E-01
39.762,-8.76E-02,-2.18E-01
39.795,-8.73E-02,-2.17E-01
39.828,-8.69E-02,-2.16E-01
39.862,-8.66E-02,-2.15E-01
39.895,-8.62E-02,-2.14E-01
39.928,-8.59E-02,-2.14E-01
39.962,-8.56E-02,-2.13E-01
39.995,-8.51E-02,-2.12E-01
40.029,-8.47E-02,-2.11E-01
40.062,-8.44E-02,-2.10E-01
40.095,-8.40E-02,-2.10E-01
40.129,-8.37E-02,-2.09E-01
40.162,-8.33E-02,-2.08E-01
40.195,-8.29E-02,-2.08E-01
40.229,-8.25E-02,-2.07E-01
40.262,-8.22E-02,-2.06E-01
40.295,-8.18E-02,-2.05E-01
40.329,-8.15E-02,-2.05E-01
40.362,-8.11E-02,-2.04E-01
40.395,-8.08E-02,-2.03E-01
40.429,-8.06E-02,-2.02E-01
40.462,-8.01E-02,-2.01E-01
40.496,-7.97E-02,-2.00E-01
40.529,-7.92E-02,-1.99E-01
40.562,-7.89E-02,-1.98E-01
40.596,-7.85E-02,-1.98E-01
40.629,-7.79E-02,-1.97E-01
40.662,-7.75E-02,-1.96E-01
40.696,-7.68E-02,-1.95E-01
40.729,-7.64E-02,-1.94E-01
40.762,-7.59E-02,-1.93E-01
40.796,-7.53E-02,-1.92E-01
40.829,-7.49E-02,-1.92E-01
40.862,-7.45E-02,-1.91E-01
40.896,-7.40E-02,-1.90E-01
40.929,-7.36E-02,-1.89E-01
40.963,-7.30E-02,-1.89E-01
40.996,-7.26E-02,-1.88E-01
41.029,-7.22E-02,-1.87E-01
41.063,-7.18E-02,-1.86E-01
41.096,-7.13E-02,-1.86E-01
41.129,-7.09E-02,-1.85E-01
41.163,-7.05E-02,-1.85E-01
41.196,-7.00E-02,-1.84E-01
41.229,-6.95E-02,-1.83E-01
41.263,-6.89E-02,-1.83E-01
41.296,-6.85E-02,-1.82E-01
41.329,-6.79E-02,-1.81E-01
41.363,-6.73E-02,-1.81E-01
41.396,-6.67E-02,-1.80E-01
41.43,-6.60E-02,-1.80E-01
41.463,-6.54E-02,-1.79E-01
41.496,-6.47E-02,-1.78E-01
41.53,-6.41E-02,-1.78E-01
41.563,-6.34E-02,-1.77E-01
41.596,-6.28E-02,-1.76E-01
41.63,-6.22E-02,-1.76E-01
41.663,-6.16E-02,-1.75E-01
41.696,-6.10E-02,-1.75E-01
41.73,-6.04E-02,-1.74E-01
41.763,-5.98E-02,-1.73E-01
41.796,-5.92E-02,-1.73E-01
41.83,-5.86E-02,-1.72E-01
41.863,-5.80E-02,-1.71E-01
41.897,-5.74E-02,-1.71E-01
41.93,-5.68E-02,-1.70E-01
41.963,-5.67E-02,-1.70E-01
41.997,-5.61E-02,-1.69E-01
42.03,-5.55E-02,-1.69E-01
42.063,-5.49E-02,-1.68E-01
42.097,-5.48E-02,-1.68E-01
42.13,-5.41E-02,-1.68E-01
42.163,-5.35E-02,-1.67E-01
42.197,-5.33E-02,-1.67E-01
42.23,-5.27E-02,-1.66E-01
42.263,-5.20E-02,-1.66E-01
42.297,-5.14E-02,-1.65E-01
42.33,-5.07E-02,-1.65E-01
42.364,-5.06E-02,-1.64E-01
42.397,-4.97E-02,-1.64E-01
42.43,-4.90E-02,-1.63E-01
42.464,-4.82E-02,-1.63E-01
42.497,-4.74E-02,-1.62E-01
42.53,-4.66E-02,-1.62E-01
42.564,-4.64E-02,-1.61E-01
42.597,-4.55E-02,-1.61E-01
42.63,-4.46E-02,-1.60E-01
42.664,-4.44E-02,-1.60E-01
42.697,-4.36E-02,-1.60E-01
42.73,-4.33E-02,-1.60E-01
42.764,-4.23E-02,-1.59E-01
42.797,-4.20E-02,-1.59E-01
42.831,-4.18E-02,-1.59E-01
42.864,-4.09E-02,-1.58E-01
42.897,-4.07E-02,-1.58E-01
42.931,-4.03E-02,-1.58E-01
42.964,-3.94E-02,-1.58E-01
42.997,-3.94E-02,-1.57E-01
43.031,-3.91E-02,-1.57E-01
43.064,-3.83E-02,-1.57E-01
43.097,-3.82E-02,-1.57E-01
43.131,-3.74E-02,-1.56E-01
43.164,-3.73E-02,-1.56E-01
43.197,-3.66E-02,-1.56E-01
43.231,-3.65E-02,-1.56E-01
43.264,-3.57E-02,-1.55E-01
43.298,-3.50E-02,-1.55E-01
43.331,-3.49E-02,-1.54E-01
43.364,-3.41E-02,-1.54E-01
43.398,-3.37E-02,-1.54E-01
43.431,-3.29E-02,-1.53E-01
43.464,-3.26E-02,-1.53E-01
43.498,-3.18E-02,-1.53E-01
43.531,-3.15E-02,-1.52E-01
43.564,-3.07E-02,-1.52E-01
43.598,-3.04E-02,-1.52E-01
43.631,-3.00E-02,-1.52E-01
43.664,-2.97E-02,-1.52E-01
43.698,-2.89E-02,-1.52E-01
43.731,-2.87E-02,-1.51E-01
43.765,-2.84E-02,-1.51E-01
43.798,-2.82E-02,-1.51E-01
43.831,-2.80E-02,-1.51E-01
43.865,-2.79E-02,-1.51E-01
43.898,-2.76E-02,-1.51E-01
43.931,-2.74E-02,-1.51E-01
43.965,-2.72E-02,-1.51E-01
43.998,-2.71E-02,-1.51E-01
44.031,-2.65E-02,-1.51E-01
44.065,-2.63E-02,-1.51E-01
44.098,-2.61E-02,-1.51E-01
44.131,-2.58E-02,-1.51E-01
44.165,-2.52E-02,-1.50E-01
44.198,-2.49E-02,-1.50E-01
44.232,-2.45E-02,-1.50E-01
44.265,-2.41E-02,-1.50E-01
44.298,-2.37E-02,-1.50E-01
44.332,-2.33E-02,-1.50E-01
44.365,-2.26E-02,-1.50E-01
44.398,-2.23E-02,-1.50E-01
44.432,-2.19E-02,-1.49E-01
44.465,-2.17E-02,-1.49E-01
44.498,-2.14E-02,-1.49E-01
44.532,-2.09E-02,-1.49E-01
44.565,-2.07E-02,-1.49E-01
44.598,-2.06E-02,-1.49E-01
44.632,-2.06E-02,-1.49E-01
44.665,-2.03E-02,-1.48E-01
44.699,-2.03E-02,-1.48E-01
44.732,-2.02E-02,-1.48E-01
44.765,-2.02E-02,-1.48E-01
44.799,-2.02E-02,-1.48E-01
44.832,-2.02E-02,-1.48E-01
44.865,-2.01E-02,-1.48E-01
44.899,-2.01E-02,-1.48E-01
44.932,-2.01E-02,-1.48E-01
44.965,-2.00E-02,-1.48E-01
44.999,-2.00E-02,-1.48E-01
45.032,-1.99E-02,-1.48E-01
45.065,-1.96E-02,-1.48E-01
45.099,-1.94E-02,-1.48E-01
45.132,-1.93E-02,-1.48E-01
45.166,-1.90E-02,-1.48E-01
45.199,-1.87E-02,-1.48E-01
45.232,-1.85E-02,-1.48E-01
45.266,-1.83E-02,-1.48E-01
45.299,-1.81E-02,-1.48E-01
45.332,-1.79E-02,-1.48E-01
45.366,-1.77E-02,-1.48E-01
45.399,-1.76E-02,-1.48E-01
45.432,-1.76E-02,-1.48E-01
45.466,-1.75E-02,-1.48E-01
45.499,-1.75E-02,-1.48E-01
45.532,-1.76E-02,-1.48E-01
45.566,-1.77E-02,-1.48E-01
45.599,-1.77E-02,-1.48E-01
45.633,-1.79E-02,-1.48E-01
45.666,-1.80E-02,-1.48E-01
45.699,-1.81E-02,-1.48E-01
45.733,-1.83E-02,-1.48E-01
45.766,-1.85E-02,-1.48E-01
45.799,-1.86E-02,-1.48E-01
45.833,-1.87E-02,-1.48E-01
45.866,-1.90E-02,-1.48E-01
45.899,-1.91E-02,-1.48E-01
45.933,-1.92E-02,-1.48E-01
45.966,-1.92E-02,-1.48E-01
45.999,-1.92E-02,-1.48E-01
46.033,-1.92E-02,-1.48E-01
46.066,-1.92E-02,-1.48E-01
46.1,-1.92E-02,-1.48E-01
46.133,-1.92E-02,-1.48E-01
46.166,-1.92E-02,-1.48E-01
46.2,-1.91E-02,-1.48E-01
46.233,-1.91E-02,-1.48E-01
46.266,-1.92E-02,-1.48E-01
46.3,-1.92E-02,-1.48E-01
46.333,-1.93E-02,-1.48E-01
46.366,-1.93E-02,-1.48E-01
46.4,-1.96E-02,-1.48E-01
46.433,-1.98E-02,-1.48E-01
46.466,-2.02E-02,-1.49E-01
46.5,-2.04E-02,-1.49E-01
46.533,-2.07E-02,-1.49E-01
46.567,-2.10E-02,-1.49E-01
46.6,-2.14E-02,-1.49E-01
46.633,-2.18E-02,-1.49E-01
46.667,-2.21E-02,-1.50E-01
46.7,-2.27E-02,-1.50E-01
46.733,-2.30E-02,-1.50E-01
46.767,-2.33E-02,-1.50E-01
46.8,-2.36E-02,-1.50E-01
46.833,-2.39E-02,-1.50E-01
46.867,-2.42E-02,-1.50E-01
46.9,-2.45E-02,-1.50E-01
46.933,-2.48E-02,-1.50E-01
46.967,-2.49E-02,-1.50E-01
47,-2.51E-02,-1.50E-01
47.034,-2.54E-02,-1.50E-01
47.067,-2.55E-02,-1.50E-01
47.1,-2.57E-02,-1.50E-01
47.134,-2.59E-02,-1.50E-01
47.167,-2.62E-02,-1.50E-01
47.2,-2.63E-02,-1.50E-01
47.234,-2.65E-02,-1.50E-01
47.267,-2.72E-02,-1.50E-01
47.3,-2.75E-02,-1.51E-01
47.334,-2.79E-02,-1.51E-01
47.367,-2.82E-02,-1.51E-01
47.4,-2.90E-02,-1.51E-01
47.434,-2.95E-02,-1.51E-01
47.467,-2.99E-02,-1.51E-01
47.501,-3.07E-02,-1.52E-01
47.534,-3.12E-02,-1.52E-01
47.567,-3.15E-02,-1.52E-01
47.601,-3.24E-02,-1.52E-01
47.634,-3.27E-02,-1.53E-01
47.667,-3.36E-02,-1.53E-01
47.701,-3.40E-02,-1.53E-01
47.734,-3.47E-02,-1.54E-01
47.767,-3.50E-02,-1.54E-01
47.801,-3.56E-02,-1.54E-01
47.834,-3.57E-02,-1.55E-01
47.867,-3.64E-02,-1.55E-01
47.901,-3.66E-02,-1.55E-01
47.934,-3.72E-02,-1.56E-01
47.968,-3.73E-02,-1.56E-01
48.001,-3.79E-02,-1.56E-01
48.034,-3.81E-02,-1.56E-01
48.068,-3.81E-02,-1.56E-01
48.101,-3.89E-02,-1.57E-01
48.134,-3.90E-02,-1.57E-01
48.168,-3.98E-02,-1.57E-01
48.201,-4.01E-02,-1.58E-01
48.234,-4.04E-02,-1.58E-01
48.268,-4.13E-02,-1.58E-01
48.301,-4.17E-02,-1.58E-01
48.334,-4.27E-02,-1.59E-01
48.368,-4.30E-02,-1.59E-01
48.401,-4.40E-02,-1.59E-01
48.435,-4.43E-02,-1.59E-01
48.468,-4.53E-02,-1.60E-01
48.501,-4.55E-02,-1.60E-01
48.535,-4.65E-02,-1.61E-01
48.568,-4.74E-02,-1.61E-01
48.601,-4.83E-02,-1.62E-01
48.635,-4.85E-02,-1.62E-01
48.668,-4.92E-02,-1.63E-01
48.701,-5.00E-02,-1.63E-01
48.735,-5.08E-02,-1.64E-01
48.768,-5.09E-02,-1.64E-01
48.801,-5.16E-02,-1.65E-01
