,,,
,t,x,y
,3.68E+02,1.06E-01,-0.269
,3.68E+02,1.06E-01,-0.269
,3.68E+02,1.06E-01,-0.269
,3.68E+02,1.06E-01,-0.269
,3.68E+02,1.06E-01,-0.268
,3.68E+02,1.07E-01,-0.268
,3.68E+02,1.07E-01,-0.268
,3.68E+02,1.07E-01,-0.267
,3.68E+02,1.07E-01,-0.267
,3.68E+02,1.07E-01,-0.266
,3.68E+02,1.07E-01,-0.266
,3.68E+02,1.07E-01,-0.266
,3.68E+02,1.07E-01,-0.266
,3.68E+02,1.07E-01,-0.266
,3.68E+02,1.08E-01,-0.265
,3.68E+02,1.08E-01,-0.264
,3.68E+02,1.08E-01,-0.264
,3.68E+02,1.08E-01,-0.264
,3.68E+02,1.08E-01,-0.264
,3.68E+02,1.08E-01,-0.264
,3.68E+02,1.09E-01,-0.263
,3.68E+02,1.09E-01,-0.263
,3.68E+02,1.09E-01,-0.262
,3.68E+02,1.09E-01,-0.262
,3.68E+02,1.09E-01,-0.262
,3.68E+02,1.09E-01,-0.262
,3.68E+02,1.09E-01,-0.262
,3.69E+02,1.09E-01,-0.261
,3.69E+02,1.09E-01,-0.261
,3.69E+02,1.09E-01,-0.261
,3.69E+02,1.09E-01,-0.26
,3.69E+02,1.09E-01,-0.26
,3.69E+02,1.09E-01,-0.26
,3.69E+02,1.09E-01,-0.26
,3.69E+02,1.09E-01,-0.26
,3.69E+02,1.10E-01,-0.259
,3.69E+02,1.10E-01,-0.258
,3.69E+02,1.10E-01,-0.258
,3.69E+02,1.10E-01,-0.258
,3.69E+02,1.10E-01,-0.258
,3.69E+02,1.10E-01,-0.258
,3.69E+02,1.10E-01,-0.258
,3.69E+02,1.10E-01,-0.257
,3.69E+02,1.10E-01,-0.257
,3.69E+02,1.10E-01,-0.257
,3.69E+02,1.10E-01,-0.257
,3.69E+02,1.10E-01,-0.256
,3.69E+02,1.10E-01,-0.256
,3.69E+02,1.10E-01,-0.256
,3.69E+02,1.10E-01,-0.256
,3.69E+02,1.10E-01,-0.256
,3.69E+02,1.10E-01,-0.255
,3.69E+02,1.10E-01,-0.254
,3.69E+02,1.10E-01,-0.254
,3.69E+02,1.10E-01,-0.254
,3.69E+02,1.10E-01,-0.254
,3.69E+02,1.11E-01,-0.254
,3.70E+02,1.11E-01,-0.254
,3.70E+02,1.11E-01,-0.254
,3.70E+02,1.11E-01,-0.254
,3.70E+02,1.11E-01,-0.253
,3.70E+02,1.11E-01,-0.253
,3.70E+02,1.11E-01,-0.253
,3.70E+02,1.11E-01,-0.253
,3.70E+02,1.11E-01,-0.253
,3.70E+02,1.11E-01,-0.253
,3.70E+02,1.11E-01,-0.252
,3.70E+02,1.11E-01,-0.252
,3.70E+02,1.11E-01,-0.252
,3.70E+02,1.11E-01,-0.252
,3.70E+02,1.11E-01,-0.251
,3.70E+02,1.11E-01,-0.251
,3.70E+02,1.11E-01,-0.251
,3.70E+02,1.11E-01,-0.251
,3.70E+02,1.11E-01,-0.251
,3.70E+02,1.11E-01,-0.25
,3.70E+02,1.11E-01,-0.25
,3.70E+02,1.11E-01,-0.25
,3.70E+02,1.11E-01,-0.25
,3.70E+02,1.11E-01,-0.25
,3.70E+02,1.11E-01,-0.249
,3.70E+02,1.10E-01,-0.249
,3.70E+02,1.10E-01,-0.249
,3.70E+02,1.10E-01,-0.249
,3.70E+02,1.10E-01,-0.249
,3.70E+02,1.10E-01,-0.249
,3.70E+02,1.10E-01,-0.248
,3.71E+02,1.10E-01,-0.248
,3.71E+02,1.10E-01,-0.248
,3.71E+02,1.10E-01,-0.248
,3.71E+02,1.10E-01,-0.248
,3.71E+02,1.11E-01,-0.248
,3.71E+02,1.11E-01,-0.247
,3.71E+02,1.11E-01,-0.247
,3.71E+02,1.11E-01,-0.247
,3.71E+02,1.11E-01,-0.247
,3.71E+02,1.11E-01,-0.247
,3.71E+02,1.11E-01,-0.247
,3.71E+02,1.11E-01,-0.246
,3.71E+02,1.11E-01,-0.246
,3.71E+02,1.11E-01,-0.246
,3.71E+02,1.11E-01,-0.246
,3.71E+02,1.11E-01,-0.246
,3.71E+02,1.11E-01,-0.246
,3.71E+02,1.10E-01,-0.246
,3.71E+02,1.10E-01,-0.246
,3.71E+02,1.10E-01,-0.246
,3.71E+02,1.10E-01,-0.245
,3.71E+02,1.10E-01,-0.245
,3.71E+02,1.10E-01,-0.245
,3.71E+02,1.10E-01,-0.245
,3.71E+02,1.10E-01,-0.245
,3.71E+02,1.10E-01,-0.245
,3.71E+02,1.10E-01,-0.245
,3.71E+02,1.10E-01,-0.245
,3.71E+02,1.10E-01,-0.245
,3.71E+02,1.10E-01,-0.245
,3.72E+02,1.10E-01,-0.245
,3.72E+02,1.10E-01,-0.245
,3.72E+02,1.10E-01,-0.245
,3.72E+02,1.10E-01,-0.245
,3.72E+02,1.10E-01,-0.245
,3.72E+02,1.10E-01,-0.245
,3.72E+02,1.10E-01,-0.245
,3.72E+02,1.10E-01,-0.245
,3.72E+02,1.10E-01,-0.245
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.72E+02,1.10E-01,-0.244
,3.73E+02,1.10E-01,-0.244
,3.73E+02,1.10E-01,-0.244
,3.73E+02,1.10E-01,-0.244
,3.73E+02,1.10E-01,-0.244
,3.73E+02,1.10E-01,-0.244
,3.73E+02,1.10E-01,-0.244
,3.73E+02,1.10E-01,-0.244
,3.73E+02,1.10E-01,-0.244
,3.73E+02,1.10E-01,-0.245
,3.73E+02,1.10E-01,-0.245
,3.73E+02,1.10E-01,-0.245
,3.73E+02,1.10E-01,-0.245
,3.73E+02,1.10E-01,-0.245
,3.73E+02,1.10E-01,-0.245
,3.73E+02,1.10E-01,-0.245
,3.73E+02,1.10E-01,-0.245
,3.73E+02,1.10E-01,-0.245
,3.73E+02,1.10E-01,-0.245
,3.73E+02,1.10E-01,-0.245
,3.73E+02,1.10E-01,-0.245
,3.73E+02,1.10E-01,-0.245
,3.73E+02,1.10E-01,-0.245
,3.73E+02,1.10E-01,-0.245
,3.73E+02,1.10E-01,-0.246
,3.73E+02,1.10E-01,-0.246
,3.73E+02,1.10E-01,-0.246
,3.73E+02,1.10E-01,-0.246
,3.73E+02,1.10E-01,-0.246
,3.73E+02,1.10E-01,-0.246
,3.74E+02,1.10E-01,-0.246
,3.74E+02,1.10E-01,-0.246
,3.74E+02,1.10E-01,-0.246
,3.74E+02,1.10E-01,-0.247
,3.74E+02,1.10E-01,-0.247
,3.74E+02,1.10E-01,-0.247
,3.74E+02,1.10E-01,-0.247
,3.74E+02,1.10E-01,-0.247
,3.74E+02,1.10E-01,-0.247
,3.74E+02,1.10E-01,-0.248
,3.74E+02,1.10E-01,-0.248
,3.74E+02,1.10E-01,-0.248
,3.74E+02,1.10E-01,-0.248
,3.74E+02,1.10E-01,-0.248
,3.74E+02,1.10E-01,-0.248
,3.74E+02,1.10E-01,-0.248
,3.74E+02,1.10E-01,-0.248
,3.74E+02,1.10E-01,-0.249
,3.74E+02,1.10E-01,-0.249
,3.74E+02,1.10E-01,-0.249
,3.74E+02,1.10E-01,-0.249
,3.74E+02,1.10E-01,-0.249
,3.74E+02,1.10E-01,-0.25
,3.74E+02,1.10E-01,-0.25
,3.74E+02,1.10E-01,-0.25
,3.74E+02,1.10E-01,-0.25
,3.74E+02,1.10E-01,-0.25
,3.74E+02,1.10E-01,-0.25
,3.74E+02,1.10E-01,-0.251
,3.74E+02,1.10E-01,-0.251
,3.75E+02,1.10E-01,-0.251
,3.75E+02,1.10E-01,-0.251
,3.75E+02,1.10E-01,-0.252
,3.75E+02,1.10E-01,-0.252
,3.75E+02,1.10E-01,-0.252
,3.75E+02,1.10E-01,-0.252
,3.75E+02,1.10E-01,-0.252
,3.75E+02,1.10E-01,-0.253
,3.75E+02,1.10E-01,-0.253
,3.75E+02,1.10E-01,-0.253
,3.75E+02,1.10E-01,-0.253
,3.75E+02,1.10E-01,-0.254
,3.75E+02,1.10E-01,-0.254
,3.75E+02,1.10E-01,-0.254
,3.75E+02,1.10E-01,-0.255
,3.75E+02,1.10E-01,-0.255
,3.75E+02,1.10E-01,-0.255
,3.75E+02,1.10E-01,-0.255
,3.75E+02,1.10E-01,-0.255
,3.75E+02,1.10E-01,-0.256
,3.75E+02,1.10E-01,-0.256
,3.75E+02,1.10E-01,-0.256
,3.75E+02,1.10E-01,-0.256
,3.75E+02,1.10E-01,-0.256
,3.75E+02,1.10E-01,-0.257
,3.75E+02,1.10E-01,-0.257
,3.75E+02,1.10E-01,-0.257
,3.75E+02,1.10E-01,-0.257
,3.75E+02,1.10E-01,-0.258
,3.75E+02,1.10E-01,-0.258
,3.76E+02,1.10E-01,-0.259
,3.76E+02,1.10E-01,-0.259
,3.76E+02,1.10E-01,-0.259
,3.76E+02,1.10E-01,-0.259
,3.76E+02,1.10E-01,-0.259
,3.76E+02,1.10E-01,-0.26
,3.76E+02,1.10E-01,-0.26
,3.76E+02,1.10E-01,-0.26
,3.76E+02,1.10E-01,-0.26
,3.76E+02,1.09E-01,-0.261
,3.76E+02,1.09E-01,-0.261
,3.76E+02,1.09E-01,-0.262
,3.76E+02,1.09E-01,-0.262
,3.76E+02,1.09E-01,-0.262
,3.76E+02,1.09E-01,-0.262
,3.76E+02,1.09E-01,-0.263
,3.76E+02,1.09E-01,-0.263
,3.76E+02,1.09E-01,-0.263
,3.76E+02,1.09E-01,-0.264
,3.76E+02,1.09E-01,-0.264
,3.76E+02,1.09E-01,-0.264
,3.76E+02,1.08E-01,-0.265
,3.76E+02,1.09E-01,-0.265
,3.76E+02,1.08E-01,-0.265
,3.76E+02,1.08E-01,-0.266
,3.76E+02,1.08E-01,-0.266
,3.76E+02,1.08E-01,-0.266
,3.76E+02,1.08E-01,-0.266
,3.76E+02,1.08E-01,-0.267
,3.76E+02,1.08E-01,-0.267
,3.77E+02,1.08E-01,-0.268
,3.77E+02,1.07E-01,-0.268
,3.77E+02,1.07E-01,-0.268
,3.77E+02,1.07E-01,-0.268
,3.77E+02,1.07E-01,-0.269
,3.77E+02,1.07E-01,-0.27
,3.77E+02,1.07E-01,-0.27
,3.77E+02,1.07E-01,-0.27
,3.77E+02,1.07E-01,-0.27
,3.77E+02,1.06E-01,-0.271
,3.77E+02,1.06E-01,-0.271
,3.77E+02,1.06E-01,-0.271
,3.77E+02,1.06E-01,-0.272
,3.77E+02,1.06E-01,-0.272
,3.77E+02,1.06E-01,-0.273
,3.77E+02,1.05E-01,-0.273
,3.77E+02,1.05E-01,-0.273
,3.77E+02,1.05E-01,-0.273
,3.77E+02,1.05E-01,-0.274
,3.77E+02,1.05E-01,-0.274
,3.77E+02,1.05E-01,-0.274
,3.77E+02,1.05E-01,-0.275
,3.77E+02,1.05E-01,-0.275
,3.77E+02,1.05E-01,-0.275
,3.77E+02,1.04E-01,-0.276
,3.77E+02,1.04E-01,-0.276
,3.77E+02,1.04E-01,-0.276
,3.77E+02,1.04E-01,-0.276
,3.77E+02,1.04E-01,-0.277
,3.77E+02,1.04E-01,-0.277
,3.78E+02,1.04E-01,-0.277
,3.78E+02,1.03E-01,-0.278
,3.78E+02,1.03E-01,-0.278
,3.78E+02,1.03E-01,-0.278
,3.78E+02,1.03E-01,-0.279
,3.78E+02,1.03E-01,-0.279
,3.78E+02,1.03E-01,-0.279
,3.78E+02,1.03E-01,-0.28
,3.78E+02,1.02E-01,-0.28
,3.78E+02,1.02E-01,-0.28
,3.78E+02,1.02E-01,-0.281
,3.78E+02,1.02E-01,-0.281
,3.78E+02,1.02E-01,-0.281
,3.78E+02,1.02E-01,-0.282
,3.78E+02,1.02E-01,-0.282
,3.78E+02,1.01E-01,-0.282
,3.78E+02,1.01E-01,-0.283
,3.78E+02,1.01E-01,-0.283
,3.78E+02,1.01E-01,-0.283
,3.78E+02,1.01E-01,-0.283
,3.78E+02,1.01E-01,-0.284
,3.78E+02,1.00E-01,-0.284
,3.78E+02,1.00E-01,-0.284
,3.78E+02,9.99E-02,-0.285
,3.78E+02,9.99E-02,-0.285
,3.78E+02,9.98E-02,-0.285
,3.78E+02,9.96E-02,-0.285
,3.78E+02,9.93E-02,-0.286
,3.78E+02,9.92E-02,-0.286
,3.78E+02,9.91E-02,-0.286
,3.79E+02,9.89E-02,-0.286
,3.79E+02,9.89E-02,-0.287
,3.79E+02,9.87E-02,-0.287
,3.79E+02,9.86E-02,-0.287
,3.79E+02,9.85E-02,-0.287
,3.79E+02,9.82E-02,-0.288
,3.79E+02,9.83E-02,-0.288
,3.79E+02,9.81E-02,-0.288
,3.79E+02,9.79E-02,-0.289
,3.79E+02,9.78E-02,-0.289
,3.79E+02,9.76E-02,-0.289
,3.79E+02,9.74E-02,-0.289
,3.79E+02,9.71E-02,-0.289
,3.79E+02,9.71E-02,-0.29
,3.79E+02,9.68E-02,-0.29
,3.79E+02,9.67E-02,-0.29
,3.79E+02,9.66E-02,-0.29
,3.79E+02,9.62E-02,-0.291
,3.79E+02,9.61E-02,-0.291
,3.79E+02,9.60E-02,-0.291
,3.79E+02,9.60E-02,-0.291
,3.79E+02,9.56E-02,-0.292
,3.79E+02,9.55E-02,-0.292
,3.79E+02,9.54E-02,-0.292
,3.79E+02,9.50E-02,-0.292
,3.79E+02,9.49E-02,-0.292
,3.79E+02,9.48E-02,-0.292
,3.79E+02,9.48E-02,-0.292
,3.79E+02,9.44E-02,-0.293
,3.79E+02,9.43E-02,-0.293
,3.80E+02,9.42E-02,-0.293
,3.80E+02,9.37E-02,-0.293
,3.80E+02,9.36E-02,-0.294
,3.80E+02,9.35E-02,-0.294
,3.80E+02,9.35E-02,-0.294
,3.80E+02,9.31E-02,-0.294
,3.80E+02,9.30E-02,-0.294
,3.80E+02,9.29E-02,-0.294
,3.80E+02,9.29E-02,-0.294
,3.80E+02,9.25E-02,-0.295
,3.80E+02,9.24E-02,-0.295
,3.80E+02,9.23E-02,-0.295
,3.80E+02,9.23E-02,-0.295
,3.80E+02,9.20E-02,-0.295
,3.80E+02,9.20E-02,-0.295
,3.80E+02,9.21E-02,-0.295
,3.80E+02,9.17E-02,-0.296
,3.80E+02,9.17E-02,-0.296
,3.80E+02,9.16E-02,-0.296
,3.80E+02,9.16E-02,-0.296
,3.80E+02,9.16E-02,-0.296
,3.80E+02,9.12E-02,-0.297
,3.80E+02,9.11E-02,-0.297
,3.80E+02,9.10E-02,-0.297
,3.80E+02,9.10E-02,-0.297
,3.80E+02,9.10E-02,-0.297
,3.80E+02,9.05E-02,-0.297
,3.80E+02,9.04E-02,-0.297
,3.80E+02,9.04E-02,-0.297
,3.80E+02,9.03E-02,-0.297
,3.81E+02,9.03E-02,-0.297
,3.81E+02,8.99E-02,-0.298
,3.81E+02,8.98E-02,-0.298
,3.81E+02,8.97E-02,-0.298
,3.81E+02,8.97E-02,-0.298
,3.81E+02,8.97E-02,-0.298
,3.81E+02,8.93E-02,-0.298
,3.81E+02,8.92E-02,-0.298
,3.81E+02,8.92E-02,-0.298
,3.81E+02,8.91E-02,-0.298
,3.81E+02,8.91E-02,-0.299
,3.81E+02,8.91E-02,-0.299
,3.81E+02,8.87E-02,-0.299
,3.81E+02,8.86E-02,-0.299
,3.81E+02,8.86E-02,-0.299
,3.81E+02,8.85E-02,-0.299
,3.81E+02,8.85E-02,-0.299
,3.81E+02,8.85E-02,-0.299
,3.81E+02,8.85E-02,-0.299
,3.81E+02,8.85E-02,-0.299
,3.81E+02,8.81E-02,-0.3
,3.81E+02,8.80E-02,-0.3
,3.81E+02,8.80E-02,-0.3
,3.81E+02,8.79E-02,-0.3
,3.81E+02,8.79E-02,-0.3
,3.81E+02,8.79E-02,-0.3
,3.81E+02,8.78E-02,-0.3
,3.81E+02,8.78E-02,-0.3
,3.81E+02,8.79E-02,-0.3
,3.81E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.77E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.78E-02,-0.3
,3.82E+02,8.79E-02,-0.3
,3.82E+02,8.79E-02,-0.3
,3.82E+02,8.79E-02,-0.3
,3.82E+02,8.79E-02,-0.3
,3.82E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.80E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.79E-02,-0.3
,3.83E+02,8.80E-02,-0.3
,3.83E+02,8.80E-02,-0.3
,3.83E+02,8.80E-02,-0.3
,3.84E+02,8.80E-02,-0.3
,3.84E+02,8.80E-02,-0.3
,3.84E+02,8.80E-02,-0.3
,3.84E+02,8.80E-02,-0.3
,3.84E+02,8.80E-02,-0.3
,3.84E+02,8.80E-02,-0.3
,3.84E+02,8.80E-02,-0.3
,3.84E+02,8.80E-02,-0.3
,3.84E+02,8.84E-02,-0.299
,3.84E+02,8.85E-02,-0.299
,3.84E+02,8.85E-02,-0.299
,3.84E+02,8.86E-02,-0.299
,3.84E+02,8.86E-02,-0.299
,3.84E+02,8.86E-02,-0.299
,3.84E+02,8.86E-02,-0.299
,3.84E+02,8.86E-02,-0.299
,3.84E+02,8.86E-02,-0.299
,3.84E+02,8.86E-02,-0.299
,3.84E+02,8.86E-02,-0.299
,3.84E+02,8.86E-02,-0.299
,3.84E+02,8.86E-02,-0.299
,3.84E+02,8.86E-02,-0.299
,3.84E+02,8.90E-02,-0.298
,3.84E+02,8.90E-02,-0.298
,3.84E+02,8.91E-02,-0.298
,3.84E+02,8.91E-02,-0.298
,3.84E+02,8.91E-02,-0.298
,3.84E+02,8.91E-02,-0.298
,3.84E+02,8.92E-02,-0.298
,3.84E+02,8.96E-02,-0.298
,3.85E+02,8.96E-02,-0.298
,3.85E+02,8.97E-02,-0.298
,3.85E+02,8.97E-02,-0.298
,3.85E+02,8.98E-02,-0.298
,3.85E+02,9.02E-02,-0.297
,3.85E+02,9.02E-02,-0.297
,3.85E+02,9.03E-02,-0.297
,3.85E+02,9.04E-02,-0.297
,3.85E+02,9.04E-02,-0.297
,3.85E+02,9.08E-02,-0.296
,3.85E+02,9.09E-02,-0.296
,3.85E+02,9.10E-02,-0.296
,3.85E+02,9.11E-02,-0.296
,3.85E+02,9.15E-02,-0.296
,3.85E+02,9.16E-02,-0.296
,3.85E+02,9.16E-02,-0.296
,3.85E+02,9.17E-02,-0.296
,3.85E+02,9.17E-02,-0.296
,3.85E+02,9.21E-02,-0.295
,3.85E+02,9.22E-02,-0.295
,3.85E+02,9.22E-02,-0.295
,3.85E+02,9.23E-02,-0.295
,3.85E+02,9.23E-02,-0.295
,3.85E+02,9.27E-02,-0.295
,3.85E+02,9.28E-02,-0.294
,3.85E+02,9.29E-02,-0.294
,3.85E+02,9.29E-02,-0.294
,3.85E+02,9.29E-02,-0.294
,3.85E+02,9.33E-02,-0.294
,3.85E+02,9.34E-02,-0.294
,3.86E+02,9.35E-02,-0.294
,3.86E+02,9.35E-02,-0.294
,3.86E+02,9.39E-02,-0.293
,3.86E+02,9.40E-02,-0.293
,3.86E+02,9.41E-02,-0.293
,3.86E+02,9.44E-02,-0.293
,3.86E+02,9.44E-02,-0.293
,3.86E+02,9.47E-02,-0.292
,3.86E+02,9.48E-02,-0.292
,3.86E+02,9.48E-02,-0.292
,3.86E+02,9.48E-02,-0.292
,3.86E+02,9.51E-02,-0.291
,3.86E+02,9.53E-02,-0.291
,3.86E+02,9.53E-02,-0.291
,3.86E+02,9.57E-02,-0.291
,3.86E+02,9.56E-02,-0.291
,3.86E+02,9.60E-02,-0.29
,3.86E+02,9.60E-02,-0.29
,3.86E+02,9.61E-02,-0.29
,3.86E+02,9.61E-02,-0.29
,3.86E+02,9.64E-02,-0.29
,3.86E+02,9.65E-02,-0.289
,3.86E+02,9.68E-02,-0.289
,3.86E+02,9.68E-02,-0.289
,3.86E+02,9.71E-02,-0.289
,3.86E+02,9.73E-02,-0.288
,3.86E+02,9.73E-02,-0.288
,3.86E+02,9.74E-02,-0.288
,3.86E+02,9.77E-02,-0.288
,3.86E+02,9.78E-02,-0.288
,3.87E+02,9.81E-02,-0.287
,3.87E+02,9.81E-02,-0.287
,3.87E+02,9.84E-02,-0.287
,3.87E+02,9.85E-02,-0.286
,3.87E+02,9.85E-02,-0.286
,3.87E+02,9.88E-02,-0.286
,3.87E+02,9.90E-02,-0.285
,3.87E+02,9.91E-02,-0.285
,3.87E+02,9.92E-02,-0.285
,3.87E+02,9.94E-02,-0.285
,3.87E+02,9.94E-02,-0.285
,3.87E+02,9.96E-02,-0.284
,3.87E+02,9.97E-02,-0.284
,3.87E+02,9.98E-02,-0.284
,3.87E+02,1.00E-01,-0.284
,3.87E+02,9.99E-02,-0.283
,3.87E+02,1.00E-01,-0.283
,3.87E+02,1.00E-01,-0.283
,3.87E+02,1.01E-01,-0.282
,3.87E+02,1.01E-01,-0.282
,3.87E+02,1.01E-01,-0.282
,3.87E+02,1.01E-01,-0.281
,3.87E+02,1.01E-01,-0.281
,3.87E+02,1.01E-01,-0.281
,3.87E+02,1.01E-01,-0.28
,3.87E+02,1.02E-01,-0.28
,3.87E+02,1.02E-01,-0.28
,3.87E+02,1.02E-01,-0.28
,3.87E+02,1.02E-01,-0.28
,3.87E+02,1.02E-01,-0.279
,3.88E+02,1.02E-01,-0.279
,3.88E+02,1.02E-01,-0.279
,3.88E+02,1.02E-01,-0.278
,3.88E+02,1.03E-01,-0.278
,3.88E+02,1.03E-01,-0.277
,3.88E+02,1.03E-01,-0.277
,3.88E+02,1.03E-01,-0.277
,3.88E+02,1.03E-01,-0.277
,3.88E+02,1.03E-01,-0.276
,3.88E+02,1.04E-01,-0.276
,3.88E+02,1.04E-01,-0.276
,3.88E+02,1.04E-01,-0.276
,3.88E+02,1.04E-01,-0.275
,3.88E+02,1.04E-01,-0.275
,3.88E+02,1.04E-01,-0.275
,3.88E+02,1.04E-01,-0.274
,3.88E+02,1.04E-01,-0.274
,3.88E+02,1.04E-01,-0.274
,3.88E+02,1.04E-01,-0.274
,3.88E+02,1.04E-01,-0.273
,3.88E+02,1.05E-01,-0.273
,3.88E+02,1.05E-01,-0.273
,3.88E+02,1.05E-01,-0.272
,3.88E+02,1.05E-01,-0.272
,3.88E+02,1.05E-01,-0.272
,3.88E+02,1.05E-01,-0.272
,3.88E+02,1.05E-01,-0.271
,3.88E+02,1.05E-01,-0.271
,3.88E+02,1.06E-01,-0.27
,3.88E+02,1.06E-01,-0.27
,3.89E+02,1.06E-01,-0.27
,3.89E+02,1.06E-01,-0.27
,3.89E+02,1.06E-01,-0.269
,3.89E+02,1.06E-01,-0.269
,3.89E+02,1.06E-01,-0.269
,3.89E+02,1.06E-01,-0.268
,3.89E+02,1.06E-01,-0.268
,3.89E+02,1.06E-01,-0.268
,3.89E+02,1.06E-01,-0.268
,3.89E+02,1.07E-01,-0.267
,3.89E+02,1.07E-01,-0.267
,3.89E+02,1.07E-01,-0.267
,3.89E+02,1.07E-01,-0.266
,3.89E+02,1.07E-01,-0.266
,3.89E+02,1.07E-01,-0.266
,3.89E+02,1.07E-01,-0.266
,3.89E+02,1.07E-01,-0.266
,3.89E+02,1.07E-01,-0.266
,3.89E+02,1.07E-01,-0.265
,3.89E+02,1.07E-01,-0.264
,3.89E+02,1.07E-01,-0.264
,3.89E+02,1.07E-01,-0.264
,3.89E+02,1.07E-01,-0.264
,3.89E+02,1.07E-01,-0.264
,3.89E+02,1.07E-01,-0.263
,3.89E+02,1.07E-01,-0.263
,3.89E+02,1.08E-01,-0.263
,3.89E+02,1.07E-01,-0.263
,3.89E+02,1.07E-01,-0.262
,3.89E+02,1.08E-01,-0.262
,3.90E+02,1.07E-01,-0.262
,3.90E+02,1.07E-01,-0.262
,3.90E+02,1.07E-01,-0.261
,3.90E+02,1.07E-01,-0.261
,3.90E+02,1.07E-01,-0.261
,3.90E+02,1.07E-01,-0.261
,3.90E+02,1.08E-01,-0.26
,3.90E+02,1.08E-01,-0.26
,3.90E+02,1.07E-01,-0.26
,3.90E+02,1.07E-01,-0.26
,3.90E+02,1.08E-01,-0.26
,3.90E+02,1.08E-01,-0.259
,3.90E+02,1.08E-01,-0.259
,3.90E+02,1.08E-01,-0.258
,3.90E+02,1.08E-01,-0.258
,3.90E+02,1.08E-01,-0.258
,3.90E+02,1.08E-01,-0.258
,3.90E+02,1.08E-01,-0.258
,3.90E+02,1.08E-01,-0.258
,3.90E+02,1.08E-01,-0.257
,3.90E+02,1.08E-01,-0.257
,3.90E+02,1.08E-01,-0.257
,3.90E+02,1.08E-01,-0.257
,3.90E+02,1.08E-01,-0.256
,3.90E+02,1.08E-01,-0.256
,3.90E+02,1.08E-01,-0.256
,3.90E+02,1.08E-01,-0.256
,3.90E+02,1.08E-01,-0.255
,3.90E+02,1.08E-01,-0.255
,3.90E+02,1.08E-01,-0.255
,3.91E+02,1.08E-01,-0.255
,3.91E+02,1.08E-01,-0.255
,3.91E+02,1.08E-01,-0.254
,3.91E+02,1.08E-01,-0.254
,3.91E+02,1.08E-01,-0.254
,3.91E+02,1.08E-01,-0.254
,3.91E+02,1.08E-01,-0.254
,3.91E+02,1.08E-01,-0.253
,3.91E+02,1.08E-01,-0.253
,3.91E+02,1.08E-01,-0.253
,3.91E+02,1.08E-01,-0.253
,3.91E+02,1.08E-01,-0.252
,3.91E+02,1.08E-01,-0.252
